,0,1,2,3,4,5,6,7,8,9
91,tt0093058,Full Metal Jacket,8.3,494580,"[Drama, War]","[<Person: Matthew Modine (nm0000546)>, <Person: R. Lee Ermey (nm0000388)>, <Person: Vincent D'Onofrio (nm0000352)>, <Person: Adam Baldwin (nm0000284)>]",[<Person: Stanley Kubrick (nm0000040)>],"[A two-segment look at the effect of the military mindset and war itself on Vietnam era Marines. The first half follows a group of recruits in boot camp under the command of the punishing Gunnery Sergeant Hartman. The second half shows one of those recruits, Joker, covering the war as a correspondent for Stars and Stripes, focusing on the Tet offensive., The lives of several young men who undergo Marine Corps basic training and are then shipped off to Vietnam. The main character is J.T. 'Joker' Davis who, along with all the other new recruits, constantly has to deal with their demanding Drill Instructor, Gny. Sgt Hartman. One recruit in particular, Leonard 'Gomer Pyle' Lawrence, is having a particularly hard time, especially after DI Hartman punishes the entire squad anytime he screws up, which is often. It all leads to tragedy. Davis makes it through and soon finds himself in Vietnam working as a combat journalist where he gets to see the horrors of war first-hand during the Tet offensive., A two-segment story that follows young men from the start of recruit training in the Marine Corps to the lethal cauldron known as Vietnam. The first segment follows Joker, Pyle and others as they progress through the hell of USMC boot-camp at the hands of the colorful, foul-mouthed Gunnery Sergeant Hartman. The second begins in Vietnam, near Hue, at the time of the Tet Offensive. Joker, along with Animal Mother, Rafterman and others, face threats such as ambush, booby traps, and Viet Cong snipers as they move through the city., Full Metal Jacket begins by following the trials and tribulations of a platoon of fresh Marine Corps recruits focusing on the relationship between Gunnery Sergeant Hartman and Privates Pyle and Joker. We see Pyle grow into an instrument of death as Hartman has foreseen of all of his recruits. Through Pyle's torment and Joker's unwillingness to stand up against it the climax of part one is achieved with all three main characters deciding their fates by their action or inaction. The second chapter delves into Joker's psyche and the repeated referral to the fact that he joined the Corps to become a killer. When his mostly behind the scenes job as a combat correspondent is interfered with by the Tet offensive he is thrust into real combat and ultimately must decide if he really is a killer., During the Vietnam War private 'Joker' -the narrator, a future author- and his class are put through the US Marine indoctrination and training under DI Gunnery Sergeant Hartman's verbally and physically abusive, sex-obsessed style. It's all far worse for fat simpleton Pyle, who keeps doing everything wrong, even when gentle Joker is appointed his personal tutor, until peer pressure becomes group bullying. On their last day at Paris Island, when everyone graduates, the psychological time-bomb explodes. Only intellectual Joker isn't assigned to jungle duty but as military war correspondent. He's unwilling to play the deceptive propaganda game and violence catches up even in the 'safe' city Hue.]",6960,R
92,tt0070735,The Sting,8.3,178727,"[Comedy, Crime, Drama]","[<Person: Paul Newman (nm0000056)>, <Person: Robert Redford (nm0000602)>, <Person: Robert Shaw (nm0001727)>, <Person: Charles Durning (nm0001164)>]",[<Person: George Roy Hill (nm0001351)>],"[When a mutual friend is killed by a mob boss, two con men, one experienced and one young try to get even by pulling off the big con on the mob boss. The story unfolds with several twists and last minute alterations., Johnny Hooker, a small time grifter, unknowingly steals from Doyle Lonnegan, a big time crime boss, when he pulls a standard street con. Lonnegan demands satisfaction for the insult. After his partner, Luther, is killed, Hooker flees, and seeks the help of Henry Gondorff, one of Luther's contacts, who is a master of the long con. Hooker wants to use Gondorff's expertise to take Lonnegan for an enormous sum of money to even the score, since he admits he ""doesn't know enough about killing to kill him."" They devise a complicated scheme and amass a talented group of other con artists who want their share of the reparations. The stakes are high in this game, and our heroes must not only deal with Lonnegan's murderous tendencies, but also other side players who want a piece of the action. To win, Hooker and Gondorff will need all their skills...and a fair amount of confidence., Following the murder of a mutual friend, aspiring con man Johnny Hooker teams up with old pro Henry Gondorff to take revenge on the ruthless crime boss responsible, Doyle Lonnegan. Hooker and Gondorff set about implementing an elaborate scheme, one so crafty that Lonnegan won't even know he's been swindled. As their big con unfolds, however, things don't go according to plan, requiring some last-minute improvisation by the undaunted duo., Johnny Hooker is a young con-man who is being taught by Luther. One day they pull one of their con jobs and net themselves a huge roll. What they don't know is that the man they conned is the courier for a numbers runner. And it turns out that the boss, Doyle Lonigan, considers it an attack on him and orders all the people involved terminated. Hooker is shaken down by a crooked cop, Snyder, who threatens to turn him over to Lonigan unless he pays him off. Hooker pays him, he then tries to warn Luther but is too late. He then goes to see Henry Gondorf, a friend of Luther's and a one time great con-man, who has had a bit of bad luck. After hearing what happened to Luther and seeing how hungry Hooker is for payback, he assembles a gang and decides to con Lonigan. While everything seems to be going ok, there is just the problem of the hit on Hooker and Snyder, whom Hooker paid off with counterfeit money., It's September, 1936. The place: Joliet, Illinois. Luther Coleman, his apprentice Johnny Hooker, and their underling Joe Erie's latest swindle has netted them $11,000, enough for an aged Luther to contemplate retiring from grifting. They are unaware however that that money belonged to ruthless racketeer Doyle Lonnegan, whose thugs kill Luther in retaliation. Before Luther's death, he suggested to Hooker that he contact Henry Gondorff, his old friend in Chicago to learn the art of the big con. Hooker does contact Gondorff, who has retired after being burned in his last big con. Gondorff decides to come out of retirement solely to help Hooker get back at Lonnegan for Luther's murder. In pulling off the big con, Gondorff and Hooker require the assistance of a number of Gondorff's old associates as well as a number of small time grifters. In the latter group includes Erie, who wants to do his small part in revenging Luther's death. Beyond Lonnegan or anyone else finding out about the con, there are many potential obstacles in pulling off the sting, such as a controlling and overly cautious Lonnegan wanting to do things his own way, and a number of people chasing after Hooker, including a crooked Joliet vice cop named Snyder, Lonnegan's lower level thugs and a hired hit man. Through the process, Hooker, who sees himself as being a wheeler dealer, may come across a better deal than that provided to him by Gondorff.]",7740,PG
93,tt0062622,2001: A Space Odyssey,8.3,435677,"[Adventure, Mystery, Sci-Fi]","[<Person: Keir Dullea (nm0001158)>, <Person: Gary Lockwood (nm0516972)>, <Person: William Sylvester (nm0843213)>, <Person: Daniel Richter (nm0725220)>]",[<Person: Stanley Kubrick (nm0000040)>],"[""2001"" is a story of evolution. Sometime in the distant past, someone or something nudged evolution by placing a monolith on Earth (presumably elsewhere throughout the universe as well). Evolution then enabled humankind to reach the moon's surface, where yet another monolith is found, one that signals the monolith placers that humankind has evolved that far. Now a race begins between computers (HAL) and human (Bowman) to reach the monolith placers. The winner will achieve the next step in evolution, whatever that may be., This movie is concerned with intelligence as the division between animal and human, then asks a question: what is the next division? Technology is treated as irrelevant to the quest--literally serving as mere vehicles for the human crew and as a shell for the immature HAL entity. Story told as a montage of impressions, music, and impressive and careful attention to subliminal detail. A very influential film and still a class act, even after 25 years., When a large black monolith is found beneath the surface of the moon, the reaction immediately is that it was intentionally buried. When the point of origin is confirmed as Jupiter, an expedition is sent in hopes of finding the source. When Dr. David Bowman discovers faults in the expeditionary spacecraft's communications system, he discovers more than he ever wanted to know., The monoliths have been watching us. They gave humankind the evolutionary kick in the pants it needed to survive at the Dawn of Time. In 1999, humankind discovered a second monolith on the moon. Now, in the year 2001, the S.S. Discovery and its crew, Captains Dave Bowman and Frank Poole, and their onboard computer, HAL 9000, must discover what alien force is watching Earth....]",8940,G
94,tt0040522,Bicycle Thieves,8.3,96710,[Drama],"[<Person: Lamberto Maggiorani (nm0536009)>, <Person: Enzo Staiola (nm0821543)>, <Person: Lianella Carell (nm0136794)>, <Person: Gino Saltamerenda (nm0759031)>]",[<Person: Vittorio De Sica (nm0001120)>],"[Ricci, an unemployed man in the depressed post-WWII economy of Italy, gets at last a good job - for which he needs a bike - hanging up posters. But soon his bicycle is stolen. He and his son walk the streets of Rome, looking for the bicycle. Ricci finally manages to locate the thief but with no proof, he has to abandon his cause. But he and his son know perfectly well that without a bike, Ricci won't be able to keep his job., The unemployment rate is high in postwar Italy. Antonio Ricci has been workless for two years, when he at last is offered a job as a poster. There is only one condition: he must have a bike of his own. At the moment his bicycle is at the pawn-shop, but Antonio's wife Maria says they can pawn their six sheets instead. The first day at work Antonio's bicycle is stolen. A friend offers to help him search for it the next morning at Piazza Vittorio, where the street vendors sell stolen bikes. The search is unsuccessful, but Antonio and his little son Bruno don't give up. They continue to the market at Porta Portese, where Antonio happens to see the thief talking to an elderly man. As he cannot catch the thief, he instead pursues the old man, who goes into a church, where he disappears during the mass. The third time Antonio happens to see the thief, he succeeds to pursue him to his dwelling-place. A local policeman believes Antonio's story about the theft, but as he cannot find the stolen bike in the apartment, the case is dismissed. Driven into utterly despair Antonio tries to steal a bike himself, but fails. Crestfallen he and Bruno walk back home - back to unemployment.]",5340,Not Rated
95,tt0114709,Toy Story,8.3,636339,"[Animation, Adventure, Comedy, Family, Fantasy]","[<Person: Tom Hanks (nm0000158)>, <Person: Tim Allen (nm0000741)>, <Person: Don Rickles (nm0725543)>, <Person: Jim Varney (nm0001815)>]",[<Person: John Lasseter (nm0005124)>],"[A little boy named Andy loves to be in his room, playing with his toys, especially his doll named ""Woody"". But, what do the toys do when Andy is not with them, they come to life. Woody believes that he has life (as a toy) good. However, he must worry about Andy's family moving, and what Woody does not know is about Andy's birthday party. Woody does not realize that Andy's mother gave him an action figure known as Buzz Lightyear, who does not believe that he is a toy, and quickly becomes Andy's new favorite toy. Woody, who is now consumed with jealousy, tries to get rid of Buzz. Then, both Woody and Buzz are now lost. They must find a way to get back to Andy before he moves without them, but they will have to pass through a ruthless toy killer, Sid Phillips., Toy Story is about the 'secret life of toys' when people are not around. When Buzz Lightyear, a space-ranger, takes Woody's place as Andy's favorite toy, Woody doesn't like the situation and gets into a fight with Buzz. Accidentaly Buzz falls out the window and Woody is accused by all the other toys of having killed him. He has to go out of the house to look for him so that they can both return to Andys room. But while on the outside they get into all kind of trouble while trying to get home., Imagination runs rampant when toys become mobile when not watched. Two toys, Woody and Buzz Lightyear despise each other like no other. But, when the toys are separated from their home, a truce is formed between them all in an effort to journey home., A toy named Woody has it all. He is practically the leader in Andy's toy room, Bo Peep has the hots for him, and most importantly, he is Andy's favorite toy. But when the clocks strike Andy's birthday, a new toy arrives. Buzz Lightyear, a space cadet who thinks he is a space ranger, (not a toy in a room) instantly wins over Andy, thus becoming Andy's new treasure. But when Woody is accused of knocking Buzz out of the window, he must go into the world and find Buzz, with many delays..., Andy Davis is an ordinary boy. Or so he thought. His baby sister, mother, and he live in a nice little house. The only problem that Andy doesn't know about is his toys. After he plays with them, they come to life. Woody, Bo Peep, Rex, Slinky, Mr. Potato Head, Hamm, Lenny, Slinky, Mr. Spell, and a few others are his toys. Then, as a rivalry begins between Woody and new toy Buzz.]",4860,TV-G
96,tt0208092,Snatch,8.3,610784,"[Comedy, Crime]","[<Person: Jason Statham (nm0005458)>, <Person: Brad Pitt (nm0000093)>, <Person: Benicio Del Toro (nm0001125)>, <Person: Dennis Farina (nm0001199)>]",[<Person: Guy Ritchie (nm0005363)>],"[Turkish and his close friend/accomplice Tommy get pulled into the world of match fixing by the notorious Brick Top. Things get complicated when the boxer they had lined up gets badly beaten by Pitt, a 'pikey' ( slang for an Irish Gypsy)- who comes into the equation after Turkish, an unlicensed boxing promoter wants to buy a caravan off the Irish Gypsies. They then try to convince Pitt not only to fight for them, but to lose for them too. Whilst all this is going on, a huge diamond heist takes place, and a fistful of motley characters enter the story, including 'Cousin Avi', 'Boris The Blade', 'Franky Four Fingers' and 'Bullet Tooth Tony'. Things go from bad to worse as it all becomes about the money, the guns, and the damned dog!, Turkish, an unlicenced boxing promoter is pulled into trouble when he becomes involved in big time criminal Brick Top, who wants him to arrange a fight and fix it. Meanwhile, a diamond theft goes down but the 84 karat stone goes missing. This leads Avi, the boss who was supposed to receive the stone, to come to England to search for it, with the help of his cousin, Doug The Head and Bullet Tooth Tony. As events twist and turn, the two situations blend into one with a chain reaction of events carrying on for each and every character., A diamond of prodigious size is stolen from Antwerp by an American thief. En route back to New York, he takes a slight detour in London, at the suggestion of a treacherous partner, who sets the thief (Franky Four Fingers) up with his cousin, Boris. Boris hires incompetent thieves to retrieve the diamond from a bookies, where FFF went to place a bet. The bookies belongs to Brick Top, a local underworld kingpin who runs illegal fights. In his fights, a fighter is being staged by two boxing promoters, Turkish and his partner Tommy. Turkish decides to improve his office a little bit, and sends Tommy to a gypsy campsite to buy a caravan. The boxer, Gorgeous George, is knocked out at the campsite, and Turkish decides to replace the boxer with Mickey, the gypsy leader. After Brick Top's bookies are robbed, Boris double-crosses the two incompetents, and kills FFF. Franky's boss comes to London for the sake of the diamond, and this is the final event which sets off a chain of events and characters involving wild gypsies, phenomenally stupid thugs, hapless boxing promoters, immortal Russian arms dealers and... a stray dog.]",6120,R
97,tt0045152,Singin' in the Rain,8.3,152833,"[Comedy, Musical, Romance]","[<Person: Gene Kelly (nm0000037)>, <Person: Donald O'Connor (nm0640307)>, <Person: Debbie Reynolds (nm0001666)>, <Person: Jean Hagen (nm0353405)>]","[<Person: Stanley Donen (nm0002045)>, <Person: Gene Kelly (nm0000037)>]","[1927 Hollywood. Monumental Pictures' biggest stars, glamorous on-screen couple Lina Lamont and Don Lockwood, are also an off-screen couple if the trade papers and gossip columns are to be believed. Both perpetuate the public perception if only to please their adoring fans and bring people into the movie theaters. In reality, Don barely tolerates her, while Lina, despite thinking Don beneath her, simplemindedly believes what she sees on screen in order to bolster her own stardom and sense of self-importance. R.F. Simpson, Monumental's head, dismisses what he thinks is a flash in the pan: talking pictures. It isn't until ""The Jazz Singer"" becomes a bona fide hit which results in all the movie theaters installing sound equipment that R.F. knows Monumental, most specifically in the form of Don and Lina, have to jump on the talking picture bandwagon, despite no one at the studio knowing anything about the technology. Musician Cosmo Brown, Don's best friend, gets hired as Monumental's ideas man and musical director. And by this time, Don has secretly started dating Kathy Selden, a chorus girl who is trying to make it big in pictures herself. Don and Kathy's relationship is despite their less than friendly initial meeting. Cosmo and Kathy help Don, who had worked his way up through the movie ranks to stardom, try make the leap to talking picture stardom, with Kathy following along the way. However, they have to overcome the technological issues. But the bigger problem is Lina, who will do anything to ensure she also makes the successful leap into talking pictures, despite her own inabilities and at anyone and everyone else's expense if they get in her way, especially Kathy as Don's off screen girlfriend and possibly his new talking picture leading lady., In 1927, Don Lockwood and Lina Lamont are a famous on-screen romantic pair. Lina, however, mistakes the on-screen romance for real love. Don has worked hard to get where he is today, with his former partner Cosmo. When Don and Lina's latest film is transformed into a musical, Don has the perfect voice for the songs. But Lina - well, even with the best efforts of a diction coach, they still decide to dub over her voice. Kathy Selden is brought in, an aspiring actress, and while she is working on the movie, Don falls in love with her. Will Kathy continue to ""aspire"", or will she get the break she deserves ?, In 1927, the former stunt Don Lockwood becomes a successful actor with the company of his best friend Cosmo Brown forming a romantic pair with the actress Lina Lamont. In the period of transition from silent movies to talking pictures, Don accidentally meets the aspirant actress Kathy Selden while escaping from his fans and fall in love for her. Lina has troubles with the sharp tune of her voice, and Cosmo and Don decide to dub her, using Kathy's voice, to save their movie. When the jealous Lina finds out the strategy of the studio, she does not want to share the credits with Kathy and tries to force the studio to use Kathy in the shadow to dub her in other productions. But when Lina decides to speech and sing to the audience, the truth arises., 1927: Don Lockwood and Lina Lamont are the darlings of the silent silver screen. Offscreen, Don, aided by his happy-go-lucky friend and piano accompanist, Cosmo Brown, has to dodge Lina's romantic overtures, especially when he falls for chorus girl Kathy Selden. With the advent of sound in motion pictures, it is decided to turn Don and Lina's new film into a ""talkie"" and a musical at that. The only problem is Lina's voice, which mere words cannot describe. Thus, Kathy is brought on to dub her speaking and singing voice in secret, and Don's on top of the world. But then Lina finds out...]",6180,G
98,tt0361748,Inglourious Basterds,8.3,903680,"[Adventure, Drama, War]","[<Person: Brad Pitt (nm0000093)>, <Person: Diane Kruger (nm1208167)>, <Person: Eli Roth (nm0744834)>, <Person: u'M\xe9lanie Laurent' (u'nm0491259')>]",[<Person: Quentin Tarantino (nm0000233)>],"[In German-occupied France, young Jewish refugee Shosanna Dreyfus witnesses the slaughter of her family by Colonel Hans Landa. Narrowly escaping with her life, she plots her revenge several years later when German war hero Fredrick Zoller takes a rapid interest in her and arranges an illustrious movie premiere at the theater she now runs. With the promise of every major Nazi officer in attendance, the event catches the attention of the ""Basterds"", a group of Jewish-American guerrilla soldiers led by the ruthless Lt. Aldo Raine. As the relentless executioners advance and the conspiring young girl's plans are set in motion, their paths will cross for a fateful evening that will shake the very annals of history., During World War II a group of American soldiers are sent into Europe to kill Nazis. They've become so good at it that the Germans refer to them as The Basterds. Later, they work with a British officer who was sent to formalize a plan to kill several high ranking German officers at the premiere of a movie depicting the ""heroics"" of a German soldier. But something goes wrong at the meeting with their contact, a German actress, all of the members of the team who speak German are killed which complicates the plans. So the leader Lt. Raine comes up with an alternative. And another complication is the screening is being moved to a small theater because the man depicted in the movie takes a liking to the owner of the theater. And unknown to them, she is a Jew whose entire family was killed by a Nazi officer, who was tasked with rounding up the Jews and is now the security officer of the screening. And also unknown is that she has her own plans., It's WWII, the battleground, Nazi-occupied France. The Nazis are doing whatever they need to to flush out and exterminate Jews, the most proficient and prolific of the Jew hunters being the sadistic SS Colonel Hans Landa. As such, the American military forms a unit, led by Lieutenant Aldo Raine and comprised of eight Jews, to kill as many Nazis as possible. Raine requests each of his men to bring him the scalp of at least 100 Nazis apiece. He has his own method of ensuring that those Nazis he does allow or need to let go free are scarred for life. In Paris in 1944, Joseph Goebbels, the Nazi's chief propaganda master and filmmaker, plans to debut his latest film, ""Nation's Pride"". The film, based on the victorious military exploits of Private Fredrick Zoller, stars Zoller as himself. Because of his attraction to its pretty proprietress Emmanuelle Mimieux, Zoller convinces Goebbels and the Nazi brass to hold the premiere at Mimieux's cinema. Landa is to act as chief of security for the event. When the Americans get wind of the screening and the fact that most of the Nazi highers-up will be in attendance, Raine's team is tasked with blowing up the cinema during the screening. They are assisted by renowned German actress, Bridget von Hammersmark, who has been working as a spy for the British. They believe luck is on their side when they learn that Hitler himself is scheduled to attend. Beyond being found out, Raine's team face two as of yet unknown issues. The first is Mimieux, who is really Shoshanna Dreyfus, a Jew who saw her family brutally murdered by Landa four years earlier, and who may have her own plans for Landa and the Nazis. The second is Landa, who beyond his up front mission, has another more personal mission for his life post-war unknown to anyone but himself., A team of jewish american soldiers, are tasked to kill Adolf Hitler. But in Nazi-occupied France a young woman who escaped the slaughter of her entire jewish family, is trying to figure out a way to kill Hitler and most of all a brutal Nazi Colonel., During World War II, Lt. Aldo Raine leads his squad of Jewish-American soldiers behind enemy lines in Nazi occupied France. Their job is simple: kill the enemy. They also have a particularly violent approach to what they do scalping their victims. Soon they are known and feared throughout the German army. In Paris, Shosanna runs a cinema and through a chance meeting with a German war hero, is selected to host the premiere of one of Dr. Josef Goebbels propaganda film. With all of the German high command scheduled to attend - including Hitler, Goering and Martin Bormann - it seems like the ideal opportunity for Lt. Raine and his men to bring the war to a quick end. Shosanna, who is Jewish and whose parents and siblings were killed before her eyes, also has her own plans for the evening's festivities. When she realizes that the man who killed her family Colonel Hans Landa, known as the Jew Hunter, will also be there it makes her own plans complete.]",9180,R
99,tt0012349,The Kid,8.3,69465,"[Comedy, Drama, Family]","[<Person: Charles Chaplin (nm0000122)>, <Person: Edna Purviance (nm0701012)>, <Person: Jackie Coogan (nm0001067)>, <Person: Carl Miller (nm0588033)>]",[<Person: Charles Chaplin (nm0000122)>],"[The opening title reads: ""A comedy with a smile--and perhaps a tear"". As she leaves the charity hospital and passes a church wedding, Edna deposits her new baby with a pleading note in a limousine and goes off to commit suicide. The limo is stolen by thieves who dump the baby by a garbage can. Charlie the Tramp finds the baby and makes a home for him. Five years later Edna has become an opera star but does charity work for slum youngsters in hope of finding her boy. A doctor called by Edna discovers the note with the truth about the Kid and reports it to the authorities who come to take him away from Charlie. Before he arrives at the Orphan Asylum Charlie steals him back and takes him to a flophouse. The proprietor reads of a reward for the Kid and takes him to Edna. Charlie is later awakened by a kind policeman who reunites him with the Kid at Edna's mansion., A woman decides to abandon her baby in the backseat of an automobile with a handwritten note attached, beseeching the finder to care for and love the child. When the car is stolen by thieves, who discover the baby in the backseat, they subsequently leave him on the street. The child is discovered by the initially reluctant Tramp who eventually softens and comes to love him as his own. As the child grows up, both he and The Tramp must learn to navigate through a life that spawns one adventure after another.]",4080,Not Rated
100,tt0071853,Monty Python and the Holy Grail,8.3,388219,"[Adventure, Comedy, Fantasy]","[<Person: Graham Chapman (nm0001037)>, <Person: John Cleese (nm0000092)>, <Person: Eric Idle (nm0001385)>, <Person: Terry Gilliam (nm0000416)>]","[<Person: Terry Gilliam (nm0000416)>, <Person: Terry Jones (nm0001402)>]","[History is turned on its comic head when, in 10th century England, King Arthur travels the countryside to find knights who will join him at the Round Table in Camelot. Gathering up the men is a tale in itself but after a bit of a party at Camelot, many decide to leave only to be stopped by God who sends them on a quest: to find the Holy Grail. After a series of individual adventures, the knights are reunited but must face a wizard named Tim, killer rabbits and lessons in the use of holy hand grenades. Their quest comes to an end however when the police intervene - just what you would expect in a Monty Python movie., The movie starts out with Arthur, King of the Britons, looking for knights to sit with him at Camelot. He finds many knights including Sir Galahad the pure, Sir Lancelot the brave, the quiet Sir Bedevere, and Sir Robin the Not-Quite-So-Brave-as-Sir Lancelot. They do not travel on horses, but pretend they do and have their servants bang coconuts to make the sound of horse's hooves. Through satire of certain events in history (witch trials, the black plague) they find Camelot, but after literally a quick song and dance they decide that they do not want to go there. While walking away, God (who seems to be grumpy) come to them from a cloud and tells them to find the Holy Grail. They agree and begin their search. While they search for the Grail, scenes of the knight's tales appear and why they have the name they have. Throughout their search they meet interesting people and knights along the way. Most of the characters die; some through a killer rabbit (which they defeat with the holy hand grenade), others from not answering a question right from the bridge of Death, or die some other ridiculous way. In the end, King Arthur and Sir Bedevere are left and find the Castle Arrrghhh where the Holy Grail is. They are met by some French soldiers who taunted them earlier in the film, so they were not able to get into the castle.]",5460,PG
101,tt0119488,L.A. Confidential,8.3,420791,"[Crime, Drama, Mystery, Thriller]","[<Person: Kevin Spacey (nm0000228)>, <Person: Russell Crowe (nm0000128)>, <Person: Guy Pearce (nm0001602)>, <Person: Kim Basinger (nm0000107)>]",[<Person: Curtis Hanson (nm0000436)>],"[1950's Los Angeles is the seedy backdrop for this intricate noir-ish tale of police corruption and Hollywood sleaze. Three very different cops are all after the truth, each in their own style: Ed Exley, the golden boy of the police force, willing to do almost anything to get ahead, except sell out; Bud White, ready to break the rules to seek justice, but barely able to keep his raging violence under control; and Jack Vincennes, always looking for celebrity and a quick buck until his conscience drives him to join Exley and White down the one-way path to find the truth behind the dark world of L.A. crime., LA in the 50's: someone's killing imprisoned mob boss Mickey Cohen's gang. The police, led by Captain Dudley, convince wiseguys from Jersey, Cleveland, and elsewhere to go home. Rich developer, Pierce Patchett, runs a stable of high-class hookers who are ringers for movie stars. The plot to replace Cohen blindsides three plainclothes cops: White watched his father beat his mother to death then vanish, he punishes abusers with quick violence; Exley's father was a hero cop killed mysteriously, he seeks justice by the book; Vicennes, a clothes horse, consults for a Dragnet-like TV show. Will they escape corruption and murder, will they find their own morality?, Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner in this lush tribute to tough film noir crime films. Based on the multi-layered James Ellroy novel.]",8280,TV-MA
102,tt0059578,For a Few Dollars More,8.3,160782,[Western],"[<Person: Clint Eastwood (nm0000142)>, <Person: Lee Van Cleef (nm0001812)>, <Person: u'Gian Maria Volont\xe8' (u'nm0002231')>, <Person: Mario Brega (nm0103828)>]",[<Person: Sergio Leone (nm0001466)>],"[Monco is a bounty killer chasing El Indio and his gang. During his hunting, he meets Col. Douglas Mortimer, another bounty killer, and they decide to make a partnership, chase the bad guys together and split the reward. During their enterprise, there will be lots of bullets and funny situations. In the end, one of the bounty hunters shows the real intention of his hunting.]",7920,Approved
103,tt0042876,Rashomon,8.3,104756,"[Crime, Drama, Mystery]","[<Person: u'Toshir\xf4 Mifune' (u'nm0001536')>, <Person: u'Machiko Ky\xf4' (u'nm0477553')>, <Person: Masayuki Mori (nm0605270)>, <Person: Takashi Shimura (nm0793766)>]",[<Person: Akira Kurosawa (nm0000041)>],"[A priest, a woodcutter and another man are taking refuge from a rainstorm in the shell of a former gatehouse called Rashômon. The priest and the woodcutter are recounting the story of a murdered samurai whose body the woodcutter discovered three days earlier in a forest grove. Both were summoned to testify at the murder trial, the priest who ran into the samurai and his wife traveling through the forest just before the murder occurred. Three other people who testified at the trial are supposedly the only direct witnesses: a notorious bandit named Tajômaru, who allegedly murdered the samurai and raped his wife; the white veil cloaked wife of the samurai; and the samurai himself who testifies through the use of a medium. The three tell a similarly structured story - that Tajômaru kidnapped and bound the samurai so that he could rape the wife - but which ultimately contradict each other, the motivations and the actual killing being what differ. The woodcutter reveals at Rashômon that he knows more than he let on at the trial, thus bringing into question his own actions. But another discovery at Rashômon and the resulting actions from the discovery bring back into focus the woodcutter's own humanity or lack thereof., Sheltering from a rainstorm in the derelict Rashomon gatehouse, a commoner wants to hear the strange story that has horrified a priest and confounded a woodcutter. They tell him about a murder inquiry at which they have just appeared as witnesses. Tajomaru (a bandit with a reputation for murder and lust) had managed to tie up a samurai and rape his wife. The woodcutter had discovered the dead body of the samurai in the forest, and the bandit was arrested the following day. But how the samurai was killed was unclear. Strangely, the three people involved all claim to be responsible. The bandit describes winning a dramatic sword fight. The distraught woman all but admits she was driven to stab her husband in desperation. Through a medium, the dead samurai claims his wife was treacherous, and that this drove him to suicide. Something has motivated at least two of them to lie, grotesquely subverting truth, justice, and decency. Even the woodcutter has not been forthright, and ironically, he feels that he too must lie. He changes his story, claims to have witnessed the crime, and gives yet another (the fourth) wild version of the samurai's death. The commoner is not fooled, and it only reinforces his cynical view of life. Then the men make a discovery, and their reactions reveal that, though there is terrible evil and mistrust in the world, there is also goodness., In 12th century Japan, a samurai and his wife are attacked by the notorious bandit Tajomaru, and the samurai ends up dead. Tajomaru is captured shortly afterward and is put on trial, but his story and the wife's are so completely different that a psychic is brought in to allow the murdered man to give his own testimony. He tells yet another completely different story. Finally, a woodcutter who found the body reveals that he saw the whole thing, and his version is again completely different from the others., Rashomon (1950) is a Japanese crime drama, that is produced with both philosophical and psychological overtones. An episode (rape and murder) in a forest is reported by four witnesses, each from their own point of view. - Who is telling the truth? What is truth?]",5280,Unrated
