,id,random
1362,tt0400782,20
1363,tt1058579,85
1364,tt0062887,53
1365,tt4820278,48
1366,tt0387914,91
1367,tt0040237,72
1368,tt1294706,35
1369,tt2458910,39
1370,tt0052618,77
1371,tt5033472,41
1372,tt5186066,22
1373,tt0089109,69
1374,tt4048278,51
1375,tt0043950,8
1376,tt0088763,31
1377,tt0043954,85
1378,tt0056857,93
1379,tt0092882,21
1380,tt0120586,77
1381,tt0028118,73
1382,tt1798108,48
1383,tt1477705,16
1384,tt0139699,42
1385,tt3170866,6
1386,tt0275335,8
1387,tt0164334,25
1388,tt0094810,28
1389,tt0423837,42
1390,tt0114279,12
1391,tt3122216,83
1392,tt3126902,72
1393,tt0065178,93
1394,tt0021733,76
1395,tt0078162,82
1396,tt3454026,20
1397,tt0834967,54
1398,tt0080322,88
1399,tt0119317,68
1400,tt6063294,7
1401,tt5546274,56
1402,tt5935492,52
1403,tt4394104,25
1404,tt0009700,54
1405,tt0083559,65
1406,tt1618473,74
1407,tt0384853,66
1408,tt3897080,52
1409,tt4550596,56
1410,tt0231625,64
1411,tt0816692,28
1412,tt0078788,70
1413,tt0060048,68
1414,tt2240720,72
1415,tt0038655,49
1416,tt0039820,56
1417,tt0091059,93
1418,tt0124770,19
1419,tt5565818,82
1420,tt0181030,56
1421,tt0447854,30
1422,tt0037469,34
1423,tt2249498,79
1424,tt2395427,34
1425,tt0054192,70
1426,tt0042296,83
1427,tt0054195,4
1428,tt0099685,29
1429,tt0095198,12
1430,tt0051876,30
1431,tt1712159,75
1432,tt0199335,34
1433,tt0071562,35
1434,tt0882755,65
1435,tt1712570,36
1436,tt1869823,13
1437,tt1677709,18
1438,tt0090655,92
1439,tt4639644,89
1440,tt0064212,69
1441,tt0058642,56
1442,tt0361883,56
1443,tt0096438,12
1444,tt5612702,43
1445,tt1270083,99
1446,tt0273059,78
1447,tt0426627,19
1448,tt1341710,51
1449,tt0040068,62
1450,tt0040067,31
1451,tt1430116,62
1452,tt3842002,7
1453,tt0058700,0
1454,tt0026186,27
1455,tt0109615,69
1456,tt0112817,90
1457,tt0853267,74
1458,tt0241567,62
1459,tt5786050,11
1460,tt0392420,59
1461,tt0235078,33
1462,tt5888866,10
1463,tt0425637,68
1464,tt0022608,55
1465,tt2057399,80
1466,tt0026987,87
1467,tt0073639,18
1468,tt0971215,26
1469,tt0057460,81
1470,tt1877560,34
1471,tt0287941,78
1472,tt3326846,77
1473,tt0057980,88
1474,tt2965412,28
1475,tt0137401,94
1476,tt2293038,54
1477,tt0400789,57
1478,tt1013753,97
1479,tt3675606,70
1480,tt0257560,87
1481,tt1958088,89
1482,tt0135805,7
1483,tt0031055,50
1484,tt0059074,60
1485,tt0062373,39
1486,tt3016948,37
1487,tt0085255,48
1488,tt0085254,91
1489,tt0031058,96
1490,tt1382250,72
1491,tt0026999,92
1492,tt0354078,20
1493,tt0460975,65
1494,tt0290152,85
1495,tt0035824,1
1496,tt0035539,36
1497,tt0035829,54
1498,tt0035284,79
1499,tt0029458,46
1500,tt1753470,33
1501,tt0025373,62
1502,tt0025370,73
1503,tt2076176,95
1504,tt2330666,30
1505,tt0252918,19
1506,tt0120912,65
1507,tt0120913,2
1508,tt1648179,63
1509,tt0034485,80
1510,tt0282120,75
1511,tt0391999,19
1512,tt0147505,2
1513,tt1160525,19
1514,tt0035751,9
1515,tt0395672,34
1516,tt0035758,22
1517,tt1627028,42
1518,tt1205489,65
1519,tt1205481,32
1520,tt0438097,36
1521,tt0085662,29
1522,tt2062618,28
1523,tt0077631,15
1524,tt0417666,71
1525,tt2170114,44
1526,tt0777829,48
1527,tt1342891,94
1528,tt0066473,86
1529,tt0046134,6
1530,tt1316062,33
1531,tt6134214,89
1532,tt4443856,26
1533,tt0064181,34
1534,tt2375567,46
1535,tt1937372,24
1536,tt0006241,26
1537,tt1774596,80
1538,tt3235258,33
1539,tt0271027,28
1540,tt2379118,84
1541,tt0091425,49
1542,tt0036255,7
1543,tt5235434,73
1544,tt5512242,15
1545,tt0237704,70
1546,tt0099215,3
1547,tt0482527,57
1548,tt1537481,48
1549,tt0339421,98
1550,tt1450326,93
1551,tt0055349,34
1552,tt3243664,64
1553,tt1079372,5
1554,tt4567500,60
1555,tt0024243,50
1556,tt1437597,17
1557,tt2609812,0
1558,tt0157460,49
1559,tt2642128,24
1560,tt0009137,67
1561,tt0030956,54
1562,tt0051114,82
1563,tt0031534,88
1564,tt0033029,52
1565,tt0033021,51
1566,tt2035595,89
1567,tt0447194,82
1568,tt0198781,96
1569,tt0198788,62
1570,tt5816076,69
1571,tt4490824,63
1572,tt0030489,97
1573,tt5247736,62
1574,tt0492416,22
1575,tt0119488,61
1576,tt0082288,98
1577,tt2346094,78
1578,tt3758334,76
1579,tt0083881,34
1580,tt0015518,21
1581,tt3604664,9
1582,tt0154464,52
1583,tt0279108,71
1584,tt0062714,64
1585,tt1651321,5
1586,tt0221027,67
1587,tt0018850,78
1588,tt0951258,58
1589,tt0022880,70
1590,tt1560702,25
1591,tt0043024,3
1592,tt3843564,26
1593,tt1605783,56
1594,tt0067600,61
1595,tt0102035,60
1596,tt2279956,19
1597,tt2206844,27
1598,tt0098660,79
1599,tt0435761,88
1600,tt0961063,93
1601,tt5269208,62
1602,tt0951335,45
1603,tt0951333,45
1604,tt0033110,50
1605,tt0080531,11
1606,tt0043970,56
1607,tt0082758,27
1608,tt0043791,90
1609,tt0450608,21
1610,tt0265305,27
1611,tt1064960,46
1612,tt0038390,34
1613,tt2759390,51
1614,tt0038397,25
1615,tt0038395,79
1616,tt0335202,62
1617,tt0114825,20
1618,tt1549571,5
1619,tt0301426,20
1620,tt0068954,60
1621,tt5709892,24
1622,tt0151170,64
1623,tt1693968,37
1624,tt0114214,10
1625,tt1274418,61
1626,tt2726430,17
1627,tt0417279,87
1628,tt2184095,59
1629,tt0257226,20
1630,tt2604642,53
1631,tt0390384,98
1632,tt0017925,37
1633,tt0007927,33
1634,tt1707386,32
1635,tt1641398,33
1636,tt5750534,55
1637,tt0045296,4
1638,tt0339091,65
1639,tt0940656,25
1640,tt0045563,86
1641,tt0086879,42
1642,tt4814444,17
1643,tt0036134,20
1644,tt0468492,75
1645,tt1100089,87
1646,tt0099044,6
1647,tt5323662,43
1648,tt0033563,84
1649,tt2748180,93
1650,tt1922736,87
1651,tt0390831,13
1652,tt5343070,42
1653,tt0039849,16
1654,tt0146278,87
1655,tt0024747,52
1656,tt5599540,17
1657,tt0079542,30
1658,tt1286559,69
1659,tt0223856,47
1660,tt2831172,35
1661,tt0133213,39
1662,tt4299828,97
1663,tt0113799,86
1664,tt0346819,67
1665,tt0458509,15
1666,tt1210819,88
1667,tt0044167,91
1668,tt0075421,1
1669,tt4705170,12
1670,tt0188160,0
1671,tt3090110,24
1672,tt0347149,97
1673,tt1235189,60
1674,tt2325741,78
1675,tt0040915,64
1676,tt2231681,28
1677,tt0090675,53
1678,tt0322580,18
1679,tt4671838,29
1680,tt2653190,8
1681,tt2357291,67
1682,tt0337692,63
1683,tt0337697,0
1684,tt0092297,61
1685,tt0432348,41
1686,tt0037913,15
1687,tt0049535,74
1688,tt1337574,53
1689,tt3689894,85
1690,tt1213663,57
1691,tt0185379,91
1692,tt5527316,87
1693,tt1587430,18
1694,tt1466974,37
1695,tt3507676,15
1696,tt0120053,13
1697,tt0071549,91
1698,tt1253863,91
1699,tt0071545,16
1700,tt0071230,31
1701,tt0071231,10
1702,tt1570565,51
1703,tt0257761,53
1704,tt2624344,54
1705,tt0881200,64
1706,tt2217983,69
1707,tt3717180,20
1708,tt3542188,45
1709,tt0180827,82
1710,tt0025971,49
1711,tt4901106,34
1712,tt0197427,80
1713,tt0244400,32
1714,tt2644690,1
1715,tt1178663,36
1716,tt1964706,59
1717,tt1178665,0
1718,tt3104324,58
1719,tt0109098,96
1720,tt3463004,2
1721,tt0349457,83
1722,tt4981966,26
1723,tt0048667,98
1724,tt0061852,23
1725,tt0061850,39
1726,tt0261298,8
1727,tt0810817,30
1728,tt0059054,53
1729,tt0363565,82
1730,tt0137685,80
1731,tt0038496,84
1732,tt0109891,71
1733,tt0049953,2
1734,tt0804492,21
1735,tt0111495,68
1736,tt0111492,77
1737,tt2572764,86
1738,tt1577113,4
1739,tt3596382,59
1740,tt0072844,86
1741,tt1548909,85
1742,tt1941478,29
1743,tt0274189,7
1744,tt0062825,41
1745,tt3094414,86
1746,tt5575408,0
1747,tt0039728,47
1748,tt0375920,81
1749,tt0077651,47
1750,tt1202044,60
1751,tt2347134,1
1752,tt0052948,63
1753,tt2554274,31
1754,tt0018285,70
1755,tt0017599,53
1756,tt1937390,72
1757,tt0274980,6
1758,tt0223992,54
1759,tt1993421,51
1760,tt1993354,49
1761,tt1481578,72
1762,tt0475283,92
1763,tt2460690,47
1764,tt2435892,24
1765,tt0308494,75
1766,tt0321609,57
1767,tt1388351,76
1768,tt1935890,57
1769,tt1185244,48
1770,tt0441253,60
1771,tt2387559,34
1772,tt3387266,42
1773,tt0074657,43
1774,tt5207482,73
1775,tt0021055,4
1776,tt0021052,17
1777,tt2084970,17
1778,tt1603791,81
1779,tt0298131,20
1780,tt0079063,94
1781,tt1309000,99
1782,tt2277860,26
1783,tt2277862,49
1784,tt2387433,48
1785,tt3989904,7
1786,tt1346649,41
1787,tt0950692,63
1788,tt0050665,42
1789,tt0258622,55
1790,tt0050662,20
1791,tt1927035,20
1792,tt0051136,73
1793,tt0408476,96
1794,tt1873636,88
1795,tt0031516,15
1796,tt1706620,99
1797,tt0385990,40
1798,tt3654396,55
1799,tt0037059,20
1800,tt1265293,62
1801,tt0476705,95
1802,tt0040277,11
1803,tt2040512,25
1804,tt1454468,26
1805,tt0389522,42
1806,tt0119354,91
1807,tt2339707,98
1808,tt2574698,79
1809,tt0181316,8
1810,tt0805511,62
1811,tt2107873,75
1812,tt2248665,6
1813,tt0054816,90
1814,tt0088870,33
1815,tt0063161,79
1816,tt0008241,2
1817,tt0317648,22
1818,tt0252543,51
1819,tt1589490,7
1820,tt0056415,60
1821,tt1201607,12
1822,tt2550858,58
1823,tt3986108,78
1824,tt0040491,29
1825,tt0038559,56
1826,tt0294799,50
1827,tt0105236,6
1828,tt0473024,24
1829,tt0048059,96
1830,tt0162446,15
1831,tt0046891,26
1832,tt0102014,82
1833,tt1773443,90
1834,tt0034583,13
1835,tt0479051,49
1836,tt0034586,76
1837,tt0457530,16
1838,tt0089233,78
1839,tt0340255,66
1840,tt0089585,50
1841,tt0951319,52
1842,tt0109424,41
1843,tt2721152,71
1844,tt4523066,15
1845,tt0365929,17
1846,tt0120891,25
1847,tt0090051,30
1848,tt0090050,16
1849,tt0157936,55
1850,tt0090056,35
1851,tt0090054,42
1852,tt0407296,48
1853,tt0390145,69
1854,tt1148205,1
1855,tt5904244,60
1856,tt0139658,3
1857,tt0416474,33
1858,tt0174856,26
1859,tt0120764,20
1860,tt3685372,15
1861,tt0120762,36
1862,tt0069880,0
1863,tt0103273,77
1864,tt0120769,52
1865,tt1156464,75
1866,tt0811056,74
1867,tt2072066,25
1868,tt1711425,13
1869,tt0047940,60
1870,tt3377380,43
1871,tt0061620,42
1872,tt2148724,60
1873,tt0007410,51
1874,tt0097493,50
1875,tt0268380,69
1876,tt0042530,39
1877,tt0106220,35
1878,tt0496436,35
1879,tt0106223,63
1880,tt0171220,57
1881,tt0032687,90
1882,tt1422708,83
1883,tt3304610,98
1884,tt0074797,24
1885,tt2259946,92
1886,tt3129682,32
1887,tt4930116,69
1888,tt0083511,79
1889,tt0384819,77
1890,tt0274516,34
1891,tt2103159,18
1892,tt0110979,60
1893,tt1895587,46
1894,tt1946452,50
1895,tt0263053,80
1896,tt1455613,23
1897,tt0282917,76
1898,tt3844362,63
1899,tt2242332,0
1900,tt0070309,23
1901,tt0116583,27
1902,tt5108164,63
1903,tt1682948,80
1904,tt1895369,3
1905,tt0353248,21
1906,tt0248673,25
1907,tt0342395,64
1908,tt0100507,2
1909,tt0347618,85
1910,tt1712191,72
1911,tt6048582,44
1912,tt4515452,15
1913,tt3043214,2
1914,tt2180411,71
1915,tt5083736,28
1916,tt1024232,91
1917,tt4061944,29
1918,tt0440963,17
1919,tt4120732,10
1920,tt2056757,56
1921,tt0064253,51
1922,tt2034031,44
1923,tt1830848,27
1924,tt1786497,96
1925,tt0295254,50
1926,tt0121766,81
1927,tt0027277,56
1928,tt0121765,25
1929,tt3433600,56
1930,tt0112461,36
1931,tt0159784,42
1932,tt0351977,18
1933,tt0249500,49
1934,tt0172704,70
1935,tt0286320,23
1936,tt0121587,58
1937,tt0281929,59
1938,tt2429118,24
1939,tt1234250,1
1940,tt0175734,26
1941,tt0121729,71
1942,tt5061126,31
1943,tt0022313,42
1944,tt0105680,76
1945,tt2078644,22
1946,tt4169250,57
1947,tt0062622,59
1948,tt0119721,20
1949,tt0062155,6
1950,tt0169215,95
1951,tt1278333,85
1952,tt0268636,47
1953,tt5894778,61
1954,tt0386509,98
1955,tt0383574,73
1956,tt0072272,60
1957,tt2173826,89
1958,tt3251306,24
1959,tt0331040,64
1960,tt2475826,22
1961,tt0293557,90
1962,tt1591095,40
1963,tt0491166,79
1964,tt0034112,63
1965,tt0038120,38
1966,tt1619622,1
1967,tt0028814,93
1968,tt0028818,78
1969,tt0171580,47
1970,tt2525478,87
1971,tt2285387,80
1972,tt1375750,69
1973,tt0331952,87
1974,tt0029493,90
1975,tt1415261,66
1976,tt0203415,38
1977,tt0267336,72
1978,tt0145765,94
1979,tt0110566,46
1980,tt0056336,14
1981,tt0348521,78
1982,tt0391733,76
1983,tt1868027,32
1984,tt0300943,21
1985,tt4599292,16
1986,tt0131636,16
1987,tt0250803,87
1988,tt3187378,39
1989,tt0999872,56
1990,tt2648138,23
1991,tt2773382,81
1992,tt3855260,23
1993,tt0039297,22
1994,tt3470790,97
1995,tt0042256,46
1996,tt4796614,51
1997,tt1274596,4
1998,tt0365770,99
1999,tt0012949,9
2000,tt2032425,18
2001,tt0071853,14
2002,tt5437514,35
2003,tt2396224,13
2004,tt0107962,94
2005,tt3963812,79
2006,tt2114377,65
2007,tt2562232,52
2008,tt1912398,44
2009,tt0304118,30
2010,tt0096283,46
2011,tt0140715,94
2012,tt0095095,38
2013,tt0295409,28
2014,tt2846156,66
2015,tt0045152,54
2016,tt0449088,41
2017,tt0010049,61
2018,tt0010733,85
2019,tt0171966,52
2020,tt0436099,59
2021,tt2387413,93
2022,tt2387419,26
2023,tt0030011,65
2024,tt0065421,8
2025,tt0273828,19
2026,tt0065938,38
2027,tt4049534,82
2028,tt3317776,44
2029,tt0208223,7
2030,tt0041258,82
2031,tt3890730,76
2032,tt0182294,44
2033,tt4932436,92
2034,tt4529904,83
2035,tt1745816,5
2036,tt2978462,37
2037,tt2150476,67
2038,tt0201067,71
2039,tt4664244,47
2040,tt5312354,79
2041,tt0071666,88
2042,tt0305396,88
2043,tt0166385,95
2044,tt3227442,53
2045,tt0886450,71
2046,tt0314160,16
2047,tt0314166,38
2048,tt2983564,92
2049,tt0076244,75
2050,tt3080148,27
2051,tt3469284,32
2052,tt1646926,17
2053,tt0063141,53
2054,tt2678424,82
2055,tt0758758,57
2056,tt1553086,81
2057,tt3449670,14
2058,tt0030265,85
2059,tt0490170,60
2060,tt5790404,8
2061,tt0400497,28
2062,tt1798709,29
2063,tt1764707,14
2064,tt0098622,56
2065,tt0035691,52
2066,tt3403352,30
2067,tt0089211,19
2068,tt1909302,99
2069,tt5973626,2
2070,tt0453467,12
2071,tt0043939,55
2072,tt0048254,48
2073,tt5468014,43
2074,tt0048256,20
2075,tt0082797,71
2076,tt0291897,44
2077,tt0151200,35
2078,tt2113607,84
2079,tt0087543,32
2080,tt5640774,78
2081,tt0371369,67
2082,tt3894558,45
2083,tt0039661,7
2084,tt0131400,14
2085,tt1862502,35
2086,tt1347329,53
2087,tt0410152,18
2088,tt0496634,28
2089,tt0042732,73
2090,tt3257022,80
2091,tt0045705,40
2092,tt0035966,45
2093,tt1735308,37
2094,tt0243398,16
2095,tt0043425,64
2096,tt1220224,39
2097,tt0380738,25
2098,tt0102295,68
2099,tt0106977,78
2100,tt0380737,86
2101,tt0243133,15
2102,tt0932661,5
2103,tt1096997,83
2104,tt2009466,52
2105,tt0042593,44
2106,tt0094621,23
2107,tt2009469,67
2108,tt0138581,56
2109,tt0120749,99
2110,tt5880942,54
2111,tt0120746,57
2112,tt0120834,68
2113,tt5657514,88
2114,tt0117706,93
2115,tt0360626,98
2116,tt2485014,6
2117,tt1328910,19
2118,tt2576812,99
2119,tt0347602,31
2120,tt0100740,71
2121,tt0965649,82
2122,tt4418718,58
2123,tt0020007,86
2124,tt0070325,62
2125,tt0020556,5
2126,tt0102926,24
2127,tt0245429,55
2128,tt0120659,16
2129,tt4157484,78
2130,tt0170405,95
2131,tt0346671,24
2132,tt4862056,97
2133,tt2012091,71
2134,tt0831390,12
2135,tt0058331,76
2136,tt3581414,92
2137,tt0242519,78
2138,tt0008416,91
2139,tt4058378,81
2140,tt2191621,50
2141,tt1922777,40
2142,tt1383444,0
2143,tt5251328,15
2144,tt3025068,33
2145,tt3916284,57
2146,tt0275773,44
2147,tt0090964,46
2148,tt1302553,22
2149,tt0036531,28
2150,tt0064273,80
2151,tt0259497,65
2152,tt0304254,88
2153,tt0024694,56
2154,tt0165771,50
2155,tt0095288,10
2156,tt0366665,22
2157,tt0027253,65
2158,tt0267287,81
2159,tt3499748,1
2160,tt0485851,74
2161,tt0485853,47
2162,tt0157360,69
2163,tt2423054,7
2164,tt3540474,4
2165,tt3039138,70
2166,tt0026125,66
2167,tt0427954,4
2168,tt0361715,77
2169,tt0408281,62
2170,tt0462499,74
2171,tt2447920,47
2172,tt3776510,64
2173,tt1790864,63
2174,tt1482459,50
2175,tt0906083,88
2176,tt0049287,84
2177,tt0071278,69
2178,tt0388389,46
2179,tt0259945,77
2180,tt0047396,16
2181,tt0313531,55
2182,tt0073691,91
2183,tt0119250,90
2184,tt0119700,25
2185,tt0119707,90
2186,tt0180869,14
2187,tt2042568,80
2188,tt0378568,48
2189,tt3813456,16
2190,tt0210222,90
2191,tt0088930,78
2192,tt0433383,5
2193,tt1739224,82
2194,tt0484187,22
2195,tt0826091,34
2196,tt0027641,26
2197,tt2262103,83
2198,tt5348534,61
2199,tt2426268,79
2200,tt0038451,1
2201,tt0038102,45
2202,tt0480600,44
2203,tt0027646,71
2204,tt2006059,69
2205,tt0038109,58
2206,tt1929326,51
2207,tt0126029,82
2208,tt0363163,74
2209,tt0159273,44
2210,tt0159272,89
2211,tt0122071,14
2212,tt0076057,73
2213,tt0089689,40
2214,tt0025314,25
2215,tt4598720,87
2216,tt0268282,56
2217,tt0046374,47
2218,tt1572503,63
2219,tt5069158,33
2220,tt3479530,75
2221,tt0058941,94
2222,tt1776979,63
2223,tt2351392,77
2224,tt0247133,16
2225,tt0052632,98
2226,tt0246266,86
2227,tt0028691,30
2228,tt2089664,15
2229,tt0253592,90
2230,tt1791611,60
2231,tt0211318,98
2232,tt5641300,67
2233,tt0032023,85
2234,tt3838802,42
2235,tt0114375,15
2236,tt0190590,96
2237,tt5355542,9
2238,tt0321722,7
2239,tt2873660,28
2240,tt0065075,72
2241,tt0117571,12
2242,tt4773144,38
2243,tt2762056,31
2244,tt0186544,90
2245,tt0395169,42
2246,tt1692190,31
2247,tt1388390,44
2248,tt0178723,49
2249,tt1231580,67
2250,tt1961211,10
2251,tt0441297,0
2252,tt4317854,10
2253,tt1839447,17
2254,tt1652337,46
2255,tt0055985,86
2256,tt0405481,34
2257,tt0462396,37
2258,tt3365084,56
2259,tt4832358,23
2260,tt0146882,13
2261,tt0238883,11
2262,tt0059786,75
2263,tt0478888,77
2264,tt5740060,53
2265,tt0033045,10
2266,tt0476872,65
2267,tt0113670,26
2268,tt0181689,36
2269,tt2059224,41
2270,tt2438658,97
2271,tt1114677,11
2272,tt0079029,5
2273,tt0288439,92
2274,tt0024995,73
2275,tt0070040,66
2276,tt0070047,91
2277,tt0056984,74
2278,tt0054851,30
2279,tt0076917,91
2280,tt3470918,45
2281,tt0765432,23
2282,tt0058162,28
2283,tt0259534,39
2284,tt1972571,60
2285,tt0460721,39
2286,tt0030468,86
2287,tt0118664,34
2288,tt0233975,11
2289,tt0118661,98
2290,tt0758774,94
2291,tt0030537,1
2292,tt0214209,36
2293,tt0871510,87
2294,tt0105275,40
2295,tt2186781,55
2296,tt0453494,65
2297,tt2257994,6
2298,tt0094890,84
2299,tt2377938,10
2300,tt4926320,46
2301,tt4433110,77
2302,tt2125584,20
2303,tt5044906,7
2304,tt1756537,79
2305,tt0089271,0
2306,tt0967925,80
2307,tt1821527,96
2308,tt3683086,76
2309,tt0429523,58
2310,tt0193253,51
2311,tt1577811,78
2312,tt3638542,6
2313,tt0337353,53
2314,tt2713180,62
2315,tt0062294,26
2316,tt0256622,20
2317,tt0293961,99
2318,tt0162661,78
2319,tt0089092,49
2320,tt5876392,62
2321,tt1242545,10
2322,tt0349572,44
2323,tt0434215,8
2324,tt0067116,90
2325,tt0247679,86
2326,tt1156311,98
2327,tt4158922,92
2328,tt0069228,28
2329,tt0132888,11
2330,tt2719606,69
2331,tt0073341,86
2332,tt5196148,48
2333,tt0229087,98
2334,tt0021228,66
2335,tt0790628,88
2336,tt1236471,42
2337,tt0085409,9
2338,tt0085402,97
2339,tt0294531,45
2340,tt2417624,1
2341,tt0808185,72
2342,tt0114413,14
2343,tt0114148,10
2344,tt0081531,2
2345,tt0045854,28
2346,tt3524410,72
2347,tt0035053,47
2348,tt0390096,60
2349,tt5720450,49
2350,tt0250457,38
2351,tt0178969,55
2352,tt0138564,44
2353,tt2831336,86
2354,tt2166047,79
2355,tt0417741,0
2356,tt3667086,44
2357,tt3796736,84
2358,tt0455942,39
2359,tt0021486,37
2360,tt0135501,8
2361,tt4197474,72
2362,tt2267998,5
2363,tt3325802,6
2364,tt2166226,89
2365,tt0134907,34
2366,tt0403935,57
2367,tt3107890,95
2368,tt3663564,29
2369,tt1050725,84
2370,tt0050166,98
2371,tt1602613,31
2372,tt0054443,47
2373,tt1184940,95
2374,tt0058315,16
2375,tt2072979,78
2376,tt2849498,10
2377,tt0246894,91
2378,tt4218580,3
2379,tt0237319,31
2380,tt0048836,64
2381,tt3198454,50
2382,tt2980516,81
2383,tt1674047,23
2384,tt0092723,31
2385,tt0213149,13
2386,tt6029714,67
2387,tt0112715,50
2388,tt0112714,21
2389,tt2460440,44
2390,tt0120915,42
2391,tt4819546,20
2392,tt2245084,10
2393,tt0486655,89
2394,tt0124993,88
2395,tt0124998,63
2396,tt0382376,78
2397,tt1954648,7
2398,tt0092580,35
2399,tt0119899,92
2400,tt2381991,51
2401,tt0166485,2
2402,tt0023888,20
2403,tt1634013,78
2404,tt0075957,61
2405,tt0119099,17
2406,tt0051690,15
2407,tt0190675,41
2408,tt3026660,86
2409,tt2673212,39
2410,tt3324868,68
2411,tt1663662,72
2412,tt0033458,61
2413,tt0023085,62
2414,tt0195884,8
2415,tt1261945,64
2416,tt0040357,98
2417,tt1736000,87
2418,tt4320128,18
2419,tt0051438,11
2420,tt0051433,52
2421,tt0434022,12
2422,tt0051437,47
2423,tt6040012,22
2424,tt2356180,16
2425,tt3268790,84
2426,tt0015460,32
2427,tt4991172,36
2428,tt4165542,72
2429,tt4067578,31
2430,tt0378589,82
2431,tt5090116,22
2432,tt2510894,31
2433,tt0093673,71
2434,tt0367959,95
2435,tt0022136,22
2436,tt2494788,35
2437,tt1192628,87
2438,tt0158212,91
2439,tt1008023,85
2440,tt2760434,32
2441,tt0036126,35
2442,tt0063829,7
2443,tt4681452,34
2444,tt0253828,57
2445,tt0057971,98
2446,tt0261055,95
2447,tt0123324,37
2448,tt2918226,23
2449,tt0038787,68
2450,tt3214392,60
2451,tt1865375,19
2452,tt0048603,39
2453,tt1865374,20
2454,tt0174685,59
2455,tt0174683,74
2456,tt0064452,1
2457,tt1494688,75
2458,tt0046130,32
2459,tt1773365,31
2460,tt3585418,44
2461,tt0057393,99
2462,tt2339773,77
2463,tt0039787,98
2464,tt0327597,30
2465,tt0039783,35
2466,tt1087431,82
2467,tt0350485,16
2468,tt4142364,15
2469,tt0264606,60
2470,tt0193003,7
2471,tt5640450,82
2472,tt0120338,22
2473,tt1450146,19
2474,tt2758878,33
2475,tt4613688,74
2476,tt0061213,71
2477,tt0186566,81
2478,tt4909506,82
2479,tt0018773,38
2480,tt0134067,6
2481,tt0413051,19
2482,tt3279420,12
2483,tt6017238,65
2484,tt0202496,73
2485,tt0091355,85
2486,tt2207711,90
2487,tt2140379,21
2488,tt1642195,1
2489,tt2140373,98
2490,tt5046534,67
2491,tt4442090,3
2492,tt0037782,42
2493,tt1206326,37
2494,tt2396690,74
2495,tt1623780,88
2496,tt2051851,73
2497,tt0107259,26
2498,tt3850214,16
2499,tt3036576,29
2500,tt0146572,38
2501,tt0497227,30
2502,tt5466576,14
2503,tt1016075,17
2504,tt1922698,39
2505,tt0099291,37
2506,tt4131622,91
2507,tt4506106,15
2508,tt2979044,14
2509,tt0099474,71
2510,tt1073624,46
2511,tt0436232,58
2512,tt2728220,9
2513,tt1075747,12
2514,tt0112384,75
2515,tt2364774,17
2516,tt0298152,17
2517,tt0179797,50
2518,tt0252695,30
2519,tt0887912,10
2520,tt3644258,1
2521,tt0088272,49
2522,tt3655682,3
2523,tt0032910,26
2524,tt1142588,14
2525,tt0041747,67
2526,tt0095327,93
2527,tt0040168,37
2528,tt0104702,41
2529,tt1935109,40
2530,tt0359672,55
2531,tt3108988,43
2532,tt1566926,83
2533,tt3865286,43
2534,tt1821641,99
2535,tt0116860,64
2536,tt5329972,42
2537,tt0295001,42
2538,tt5875364,71
2539,tt4899056,26
2540,tt2998464,79
2541,tt3025410,34
2542,tt0103855,41
2543,tt0159802,99
2544,tt3533690,39
2545,tt3511362,17
2546,tt0139554,50
2547,tt0096740,26
2548,tt0214082,8
2549,tt1067920,60
2550,tt0376361,46
2551,tt1625074,15
2552,tt1676194,61
2553,tt0301359,88
2554,tt0011756,84
2555,tt0015074,9
2556,tt1277144,18
2557,tt0011758,49
2558,tt0415094,22
2559,tt0335284,79
2560,tt0309299,24
2561,tt2164320,50
2562,tt0031179,81
2563,tt1208714,55
2564,tt0042844,69
2565,tt0102701,61
2566,tt0086182,95
2567,tt0046839,19
2568,tt0357450,46
2569,tt0205264,45
2570,tt1393003,66
2571,tt0049810,72
2572,tt0043466,3
2573,tt1218510,36
2574,tt0865911,94
2575,tt1239462,16
2576,tt1239466,27
2577,tt3957278,51
2578,tt4071498,51
2579,tt0059228,87
2580,tt0038864,66
2581,tt0086231,73
2582,tt0038643,40
2583,tt0391304,47
2584,tt0972848,74
2585,tt0086238,89
2586,tt1648093,64
2587,tt2114454,13
2588,tt0430377,56
2589,tt3522866,73
2590,tt2123894,93
2591,tt1181791,5
2592,tt0191869,89
2593,tt1852069,37
2594,tt4263882,93
2595,tt0274573,58
2596,tt4505670,50
2597,tt0417765,27
2598,tt1809398,48
2599,tt0066223,74
2600,tt0120788,47
2601,tt0100709,35
2602,tt4324020,1
2603,tt0078238,79
2604,tt0018525,37
2605,tt0042338,69
2606,tt0042332,69
2607,tt0077578,59
2608,tt3810602,98
2609,tt0385115,60
2610,tt1217572,64
2611,tt0100835,81
2612,tt0304072,92
2613,tt0454561,79
2614,tt4645330,45
2615,tt1965162,69
2616,tt0084698,68
2617,tt0010229,13
2618,tt1308990,36
2619,tt0139239,3
2620,tt0308832,25
2621,tt0141369,45
2622,tt0361532,96
2623,tt0146329,23
2624,tt0267243,94
2625,tt1417060,51
2626,tt0314331,29
2627,tt0360486,68
2628,tt1703824,6
2629,tt0054133,75
2630,tt0368667,99
2631,tt0173149,13
2632,tt1832938,53
2633,tt1841562,17
